Store,Dept,IsHoliday,Size,Type,Date,Weekly_Sales
30,30,True,179793,C,2012-01-16,9734.961770251095
30,53,True,157689,C,2023-01-08,10236.765804429293
45,37,True,120346,C,2013-04-01,20040.997964160946
20,95,True,55776,C,2016-02-05,24699.280139692626
18,49,False,69432,A,2018-05-25,22990.35500107909
9,50,False,115003,C,2012-01-11,20529.28587169132
13,75,False,51295,C,2012-10-15,8461.601108532948
6,25,True,66772,B,2019-01-13,8552.146831286022
36,74,False,159724,A,2022-09-16,29124.70842740545
37,16,True,145844,C,2012-08-24,4783.402600763081
16,70,True,148124,B,2010-07-03,14233.044329330653
13,95,True,83876,C,2016-06-11,29138.338914195818
24,25,False,181011,C,2021-05-15,14211.837022607058
5,46,False,171337,A,2022-03-26,15672.760399506918
40,3,True,64931,A,2013-04-12,23788.97471862771
34,51,True,55163,A,2023-09-13,19971.623288615006
23,15,False,84196,B,2018-01-04,20756.79988247883
14,13,True,43654,B,2011-06-22,23637.39785625327
21,94,True,163851,C,2011-08-24,41553.8919596463
34,57,False,170207,A,2022-04-02,38172.65880217632
12,45,True,142112,B,2011-06-04,30256.194312835345
32,15,False,37401,B,2022-10-12,22092.32217069756
20,16,True,43390,C,2013-01-15,25339.733473735883
34,8,False,47416,C,2014-08-01,16253.258047266809
31,55,True,158036,C,2010-03-18,39347.215061547926
44,83,False,160764,C,2013-10-20,14152.25345330116
39,1,True,129442,C,2022-12-03,48274.666412068786
22,14,True,57626,A,2014-08-09,24035.905034913703
29,80,False,85593,A,2011-06-22,17541.32729374312
6,69,True,135785,B,2022-07-31,41084.23671613042
21,77,True,70376,C,2012-06-07,16397.223516532536
26,60,False,82123,B,2017-07-08,29194.687000771475
28,56,False,173125,A,2020-12-14,18250.25939255488
43,47,False,44310,B,2023-01-22,25503.01977321905
15,37,False,188467,B,2013-05-30,25944.41068020919
31,75,False,135492,A,2017-10-03,20369.977786376
2,63,True,85945,B,2014-10-21,11833.325139458193
6,94,True,59055,A,2015-04-16,13296.270411276875
45,55,True,162544,C,2010-09-19,16400.937555196324
40,87,False,61215,A,2011-09-14,33932.69559046826
30,93,True,81277,B,2022-07-10,41788.427601990865
10,83,False,101254,C,2019-01-09,23124.000787652993
17,7,True,148846,C,2012-01-09,23676.16410572068
27,68,True,54030,B,2013-08-04,9381.346262240102
41,73,False,166062,A,2015-06-01,21453.165172961162
1,32,False,19993,A,2014-06-03,35921.769355904325
42,85,False,158874,B,2018-02-13,12564.51268858954
26,76,False,81727,B,2020-12-26,41019.8264958827
14,66,True,41418,A,2023-08-24,35899.80620387123
42,68,True,164373,B,2018-07-06,9971.321011159072
32,14,True,89895,A,2021-12-27,45022.736059943134
27,89,True,52653,B,2020-10-08,12744.366112943648
20,63,True,85395,B,2021-11-14,41295.871506878306
25,96,True,127078,C,2017-11-27,33733.472663741166
17,19,True,142520,A,2022-01-02,15562.790901714427
1,7,True,24364,A,2014-03-21,24295.707203300735
34,2,False,156576,C,2017-08-18,30161.987481724835
32,72,True,124570,B,2011-11-22,19305.25404436681
7,95,True,112496,A,2019-06-10,15074.478458005378
33,16,False,112401,B,2019-06-04,8030.40462766985
4,18,True,194970,A,2014-02-24,46459.86256993507
20,66,False,78550,A,2011-01-16,21243.590061672818
5,24,False,30272,C,2012-04-11,6045.771947723221
43,19,False,78737,A,2015-10-27,32326.983551348407
16,75,True,158470,C,2012-03-17,18820.880309408592
8,84,True,45751,B,2016-04-21,15468.27960181933
23,32,True,129125,C,2019-03-20,8646.449649836757
36,23,False,124712,A,2014-02-22,28901.025871518556
13,69,True,173881,B,2023-12-20,43584.77304323643
7,34,True,168027,C,2011-08-16,32884.0158336337
17,47,True,185344,A,2016-03-12,15758.955162713166
34,21,False,44692,A,2019-02-17,21040.933150656794
18,61,True,193361,C,2022-04-16,23290.527043880957
15,67,False,140478,C,2018-04-24,17792.70131707949
21,13,True,134938,B,2014-08-25,24964.979845338654
30,33,True,122125,B,2018-07-19,45537.69715929501
37,95,False,148411,B,2021-03-31,32462.184585347386
37,66,True,159474,B,2020-10-06,10903.975109944346
25,17,False,117869,C,2012-03-23,10188.543078532997
29,63,False,116665,B,2010-11-13,42382.29518377789
42,8,True,28323,C,2023-07-26,3425.466515994429
16,13,False,74456,B,2010-12-01,16772.029477320597
38,21,True,146526,B,2011-04-03,35123.97319124295
28,12,True,95564,A,2021-09-03,27719.326166633775
6,16,True,180230,C,2015-06-03,15581.810906028213
20,41,False,11483,C,2014-01-31,11244.37342655303
30,27,False,198951,C,2012-01-17,16726.673962081135
36,99,False,173993,C,2013-01-16,12002.867029227335
34,77,True,120107,B,2012-07-21,31614.26862647881
34,63,True,112075,C,2020-03-15,13732.13109298043
20,81,True,153402,B,2022-05-09,36999.4984885894
12,55,False,36721,A,2019-03-21,9998.261710520386
27,39,True,144065,A,2016-05-14,9563.24617697054
27,5,True,30629,C,2021-01-17,23583.175446108733
41,70,True,119476,B,2023-03-30,33362.0342444173
2,79,False,154953,C,2023-04-18,22394.280014102267
15,1,False,163463,C,2019-12-23,24460.25188800435
17,17,True,170182,C,2022-11-04,34865.83760804813
14,45,False,126985,B,2016-12-11,19709.883006216525
4,85,True,31748,A,2023-08-11,9474.012613900002
25,42,True,71851,B,2020-09-08,19298.533595429435
3,94,False,145140,A,2013-09-07,31899.91987920447
21,11,False,174157,C,2017-10-11,15242.445191099534
2,47,True,79631,A,2021-08-22,24063.292601472753
5,78,True,122367,C,2017-06-26,20355.886717542435
22,80,True,127357,C,2023-08-11,21561.09747203813
7,61,True,107156,B,2015-01-23,28364.40072424723
35,77,False,62018,A,2012-12-21,39241.275269516045
7,91,True,59864,C,2021-01-09,28785.955644836802
4,24,False,130562,C,2022-07-12,13773.457179473573
7,60,False,139618,C,2023-12-24,13689.892043718126
30,6,False,116859,C,2023-04-28,25543.24198573861
12,29,False,97343,B,2012-03-30,25657.80585996171
11,97,True,180858,A,2020-07-08,44266.368374339094
15,64,True,58820,C,2023-01-27,6493.592773158837
30,82,False,34426,A,2013-12-31,10875.28407162747
15,77,False,154841,A,2010-05-25,35265.92913625924
12,2,True,111614,C,2014-07-21,12927.48618005128
41,38,True,109313,C,2020-01-11,31890.184703774125
19,71,False,85398,C,2022-12-28,34405.06402342529
34,33,True,47824,A,2018-06-16,5955.168976683827
24,69,False,84875,B,2018-02-20,25950.6052439633
22,52,True,59346,C,2020-02-18,2404.9977881251107
21,46,False,58828,A,2010-09-10,16083.332702484184
22,83,True,130607,B,2020-10-19,25136.043733816816
38,26,True,97015,C,2015-01-09,7089.036258895907
6,69,True,137747,B,2019-10-28,7814.68767028501
31,31,True,86487,B,2016-11-19,39759.70944324296
26,41,True,175966,C,2023-08-29,25528.419631656478
2,63,True,32750,A,2012-09-25,15184.069751730001
33,52,True,181226,A,2020-07-19,40684.13928057276
18,72,True,187217,B,2018-03-22,22204.383570521575
29,17,True,176899,B,2022-04-11,14778.989292469634
14,17,False,27834,B,2019-08-10,10894.887376812141
2,66,False,60081,A,2010-12-24,29861.602696714977
2,75,False,151940,C,2016-03-31,21709.691946875013
15,2,True,26581,C,2016-09-29,37213.96614743819
21,25,True,29333,A,2023-08-23,11982.111328681985
18,52,False,116802,B,2014-02-16,29587.17428740336
45,72,True,12141,C,2015-12-06,36328.038026123366
37,91,True,122479,B,2019-11-02,37782.14861329101
37,89,False,35904,B,2017-06-24,27085.1030495461
2,80,True,45719,A,2016-01-19,40878.55721591981
33,88,True,82832,A,2012-09-29,19262.705967252008
27,3,True,41806,A,2023-01-30,33768.214072055
9,63,False,75803,A,2020-12-06,51919.990132696825
5,30,True,125190,B,2010-10-15,14267.099223373192
14,26,True,121324,C,2022-12-27,36545.78703490834
12,98,True,139347,C,2016-10-27,14469.24575917935
13,33,False,183784,C,2023-02-09,18695.10123958612
33,77,True,119972,A,2015-07-28,42290.417447114996
2,38,False,73233,A,2018-08-08,35860.94618749746
38,40,True,73891,C,2013-06-29,28890.11598619933
15,4,True,142353,C,2016-11-28,20510.17422453971
43,54,False,46319,A,2023-04-09,24795.289786285677
17,55,True,198162,B,2011-04-15,37172.981150617125
29,28,False,170092,A,2016-10-09,27491.190210468674
21,38,False,18557,A,2022-12-20,55005.629549040896
41,57,True,116425,C,2011-06-12,25352.14915532122
4,87,False,17307,A,2022-08-19,8496.935311407537
25,16,False,90810,B,2012-10-06,23826.338193053645
6,99,False,89570,B,2017-08-28,16022.081382897319
21,28,True,196050,B,2015-09-07,38906.96814566933
37,62,True,193154,B,2018-07-04,38928.89311646321
43,4,True,119670,B,2015-12-10,14522.067366437284
25,81,True,148037,B,2010-01-15,34877.558147748416
13,40,True,80332,A,2020-11-11,58738.74237817186
27,48,True,135112,A,2013-12-22,62617.07292922167
40,72,True,159214,A,2012-05-25,45938.518388142984
28,49,True,198182,A,2010-03-14,22066.146579630793
11,4,False,161574,C,2021-01-19,29385.11776773311
23,49,False,118350,B,2023-06-06,1000.0
42,11,False,77190,C,2017-12-15,32229.122013320353
22,26,True,140611,C,2010-04-29,10741.214988403544
43,43,False,124587,A,2011-08-09,34583.87736870816
20,60,True,168487,A,2023-06-14,32159.71710930243
16,18,True,113995,C,2013-02-25,19900.544062366156
44,24,False,111820,B,2022-09-15,32972.75153916857
30,90,False,151888,A,2019-08-31,17590.21516330003
14,49,True,29276,B,2023-05-23,13335.55939750048
26,34,True,16955,A,2013-11-19,30520.098856184406
2,7,True,128071,A,2010-01-22,40424.94125037225
44,84,True,12164,C,2021-08-09,22310.066041532868
10,9,True,64375,C,2017-08-11,28446.053519101428
2,67,True,90117,C,2020-09-14,12311.968818672707
27,23,False,198749,B,2017-12-21,24357.0663095185
34,17,False,176598,A,2014-09-09,32823.55981316176
6,28,True,35998,A,2014-03-13,11917.390466309307
38,60,True,177532,C,2022-01-21,7643.312386372404
29,30,True,197610,B,2012-12-11,55570.995062629576
19,43,False,155439,C,2021-10-28,18452.038708907196
25,78,True,193813,C,2022-07-23,21391.61456684831
25,84,True,101337,C,2017-10-21,10300.69607039398
12,34,True,31550,A,2013-01-14,29523.654679561696
27,72,True,75599,A,2010-01-02,20565.423412845965
22,42,False,142160,B,2017-10-24,18139.176469508555
26,84,True,194827,B,2018-01-06,36802.87580914514
29,96,False,104652,A,2014-10-09,16666.593394830958
30,74,True,20195,A,2015-11-23,39513.39444949739
9,65,True,81941,A,2011-12-28,53637.15600298117
44,78,False,131060,B,2017-11-04,12392.142280713606
21,13,True,34931,C,2016-11-05,24972.445661030666
42,59,True,153405,A,2020-12-17,36098.26043872017
5,74,True,21803,A,2019-09-22,24852.999905349956
41,75,True,87658,A,2022-12-16,35875.718055969824
5,64,False,36742,A,2010-03-25,19955.722570167218
4,32,True,107335,A,2020-01-01,7616.199351213416
37,26,True,161827,C,2015-03-25,33950.75628793
6,85,True,163031,C,2021-03-07,33528.44209025791
28,94,True,152292,A,2020-01-23,17396.180608360184
45,99,False,94619,C,2011-06-02,8121.4279921290745
40,15,False,120621,B,2018-07-22,32433.35859143226
32,35,False,155785,B,2022-04-19,23907.855204346855
26,92,True,37888,B,2013-04-27,29774.13410034033
6,86,False,128858,B,2019-03-04,12919.111694736795
10,94,False,148560,B,2017-04-15,13276.70496851017
37,88,False,95861,C,2023-11-01,22202.384825339326
10,37,True,36609,B,2021-08-13,14518.973748360379
18,88,False,194878,B,2013-04-17,9488.957490881592
6,1,False,43483,A,2020-09-23,31968.41901699682
10,32,False,82357,A,2020-01-22,11876.975265012863
22,79,True,61746,B,2021-10-29,22834.49895885157
25,97,True,96686,B,2019-07-19,18628.6792732553
22,19,True,193775,B,2017-11-09,36141.46621479977
25,57,False,154947,B,2011-04-08,18142.231615749242
35,61,True,185595,B,2019-02-28,13013.670334924615
10,40,True,146197,B,2016-08-01,38098.48898399703
12,43,False,129758,C,2022-06-19,26647.07068229079
26,22,True,82999,C,2010-02-06,17099.40379566799
45,41,False,117740,B,2011-02-02,27451.17071979307
37,77,False,114836,A,2018-12-02,43389.14427751932
6,43,False,10191,C,2021-12-14,34816.58984265976
15,34,True,53652,C,2011-10-11,18019.22293612441
32,44,False,46567,C,2015-08-17,22161.79482024646
45,26,False,170853,A,2014-02-13,17089.0128030117
36,6,True,172953,C,2010-06-06,6506.71367018959
23,80,True,116831,A,2022-07-26,19354.559515474364
6,25,True,129919,B,2019-11-24,22072.780466139462
26,72,True,140328,C,2010-10-06,16028.172002761134
12,76,True,70622,B,2012-06-02,15604.550943974915
34,30,False,164489,A,2016-04-08,10113.2604927328
38,42,True,41027,A,2021-12-15,43641.43620869648
34,12,True,169353,A,2016-08-01,34109.13806638292
9,34,True,79120,A,2018-07-22,45971.65050414508
37,24,False,32330,C,2019-04-18,3117.7405574657487
25,67,True,185424,B,2022-02-22,39293.28158764537
32,53,True,125702,A,2012-02-23,38330.26074593975
33,97,True,117946,B,2016-01-07,20687.379552551985
8,42,True,195494,B,2010-10-31,12927.671099119509
13,18,True,65218,B,2016-10-18,23003.831200709963
31,94,False,143239,A,2022-08-18,43337.3205537972
12,95,False,33885,C,2022-05-09,26454.762227876632
7,9,False,141052,B,2018-01-24,19723.415424815717
4,47,False,188713,C,2011-07-01,24337.223314894298
5,13,False,129575,C,2010-02-05,10409.298765887846
19,69,False,52900,C,2015-05-20,29298.42201739669
18,87,True,139048,C,2013-05-26,27653.041221958956
40,20,False,122729,A,2015-12-04,43823.68694151458
32,11,False,66532,C,2012-08-18,7570.612103480694
24,63,True,64038,B,2012-11-03,39147.21604228443
37,73,False,188944,A,2021-05-01,31193.883127441415
24,27,True,48408,C,2023-08-25,11755.82483603715
9,22,False,66733,A,2023-03-02,36889.557093848984
13,52,True,112636,B,2011-10-27,20288.788824548592
9,88,False,41486,C,2019-11-04,25793.73577211053
39,56,True,59055,B,2019-01-30,15115.863638619836
11,67,True,45384,A,2023-05-10,38181.60471134056
9,11,True,91082,B,2023-02-22,18037.192729650735
19,18,False,48754,B,2020-03-31,28317.486590984932
3,85,True,161078,C,2018-07-22,17549.08132243344
41,37,True,34303,C,2016-06-16,13072.073566354453
6,73,True,159227,B,2012-01-13,28216.95343221607
38,88,True,130605,B,2018-04-10,30875.286919191785
8,63,True,126042,C,2016-05-27,35021.3873705604
42,49,False,59099,A,2016-09-05,35756.36477969675
15,28,True,59570,B,2016-07-24,40390.253804103995
39,20,True,98287,B,2022-04-04,23088.884461390113
8,84,True,123715,C,2015-08-10,23252.740949970026
34,34,False,81286,C,2019-07-11,13755.347094994868
41,40,False,18769,A,2015-05-05,29776.265918689427
45,1,False,150983,B,2014-08-19,8241.548192180446
26,64,False,22606,A,2011-03-05,18649.933505596255
31,54,True,106450,B,2018-04-27,11783.578319096498
34,26,False,125805,B,2018-05-29,10560.39438510576
38,36,False,107802,B,2018-02-24,26157.25499862538
12,96,False,54289,B,2020-12-25,23406.314636935236
39,75,True,100604,C,2013-06-06,27021.37524925263
39,93,True,183734,B,2019-07-28,6676.877513843557
28,84,False,134102,C,2018-04-23,20304.405197503813
37,81,False,132508,B,2018-06-21,19748.167988263154
33,30,True,114857,A,2022-05-01,47265.85363299455
18,12,True,137309,B,2015-04-08,9968.028577192104
20,37,True,43669,B,2019-07-12,33413.47368206696
29,77,False,186504,B,2017-04-07,18166.741522944518
4,80,False,137314,A,2011-03-11,28120.38025996117
28,59,True,168837,B,2012-11-15,17884.767861184377
44,81,False,188552,C,2011-04-15,25272.62948243899
41,17,True,99128,C,2017-10-18,22629.580219287498
32,74,False,33361,B,2011-06-13,17906.923171111754
12,44,True,51746,B,2017-04-09,9460.16298867023
40,18,True,100718,A,2014-08-17,36027.71419882643
2,29,True,154432,B,2019-07-11,14454.278414955581
11,1,True,199083,A,2018-09-30,47299.19900644467
11,11,True,149416,C,2014-11-22,17024.652911903297
28,3,False,158178,B,2019-10-11,25493.93550084687
41,31,False,40273,C,2018-10-19,19205.70796066653
38,84,True,177625,A,2022-01-08,22859.023552627958
34,36,True,166716,B,2014-06-02,20251.45087553314
1,91,True,130094,B,2020-06-22,17474.493374043224
14,98,True,49230,C,2012-12-01,54699.0118670336
31,83,False,19949,B,2017-09-08,22946.640825317714
16,40,False,101512,B,2014-06-18,27637.538921739517
8,70,False,195103,C,2017-01-31,16250.275715992906
4,90,False,178215,C,2022-02-14,11520.314482445632
34,40,False,87942,B,2019-04-21,32498.623090283705
14,88,False,53251,A,2011-02-22,11605.74387073982
44,94,True,42633,C,2012-01-14,3190.163360124824
4,69,True,88096,C,2017-09-14,27174.0032685372
1,24,False,125171,A,2013-10-25,20627.771910362208
27,7,True,127099,B,2015-11-04,25124.465761782747
38,20,True,114267,A,2019-09-30,45978.8181686378
14,56,False,68615,B,2020-01-20,24487.15355154189
14,77,False,10286,C,2021-11-01,27384.941810091506
45,44,False,35464,C,2013-06-06,25370.688186284704
12,1,True,115608,A,2014-02-24,16614.126906729944
11,93,True,146569,A,2015-03-20,18856.132249242943
41,73,False,18921,C,2023-09-23,12394.55596472102
45,49,True,199263,A,2021-05-29,42092.35283946706
43,64,False,75539,C,2011-04-18,16921.117405092908
33,26,True,23971,B,2017-02-16,14148.646018665682
36,16,True,188536,B,2020-11-17,49996.18495253504
9,97,True,159561,B,2022-04-12,15779.856528932003
36,14,True,84093,C,2022-05-01,9220.140231133115
29,66,True,25460,B,2010-11-26,34250.249690931465
29,65,False,175804,A,2019-03-26,38073.063702476764
27,31,False,116180,B,2018-04-05,14343.563123494692
26,75,True,195848,C,2022-06-11,13305.553269382099
14,85,True,36313,A,2011-08-01,39091.48624772262
1,86,False,122744,B,2022-09-26,15193.355937483731
26,93,False,49293,C,2015-07-09,8982.874929992371
22,86,True,160113,C,2018-01-08,30728.898855572377
37,30,False,145848,C,2020-10-29,23097.239913961348
12,44,True,193181,C,2010-06-25,35112.733229275495
36,99,False,41600,A,2010-05-26,15512.249874005745
26,74,False,181199,A,2018-03-13,16577.8093108838
21,12,True,173777,A,2021-01-08,22435.109916684116
23,34,True,140160,A,2016-10-15,17063.233244914638
30,98,True,164443,B,2020-12-11,57820.28054919683
35,62,True,126932,A,2022-08-30,12859.556106088465
9,12,False,90111,A,2012-08-19,27776.39011267784
45,55,False,141348,C,2011-01-14,22946.730977046704
8,6,False,53941,C,2021-05-20,12217.099998767775
41,54,False,198447,C,2020-02-08,29237.504725829418
23,28,False,175520,A,2021-07-18,26199.55774786251
4,86,True,185662,C,2023-03-29,25770.724153403677
4,52,False,47591,B,2017-01-24,29688.863644344176
3,42,True,140289,A,2016-10-08,48390.99741427188
45,33,False,186852,B,2018-04-19,21976.77584747115
4,60,False,73748,B,2012-10-31,31656.65206141028
24,85,True,199354,A,2011-11-19,35155.140350994574
36,57,True,69677,C,2021-11-08,38866.45848699631
15,87,True,78048,C,2013-02-16,9810.547694143806
4,95,False,112258,A,2010-03-25,14513.761902645598
7,17,False,189511,C,2011-07-03,12797.68789468615
27,81,True,124899,B,2022-11-06,23392.457549974606
23,17,True,137762,A,2020-06-23,37134.81695893191
5,8,False,197155,A,2018-03-24,41861.07644415499
37,6,True,87089,C,2011-05-08,10301.999073835312
22,60,False,78527,A,2015-02-10,34789.436755410636
43,84,True,38597,B,2014-12-28,45913.7111989792
3,30,True,174834,B,2017-02-16,30179.920369701416
3,56,True,81913,B,2019-03-27,39488.373699384785
16,81,False,135162,C,2023-05-04,17661.009575172393
23,80,True,93778,A,2010-04-23,30783.079200932178
13,53,True,161393,B,2018-06-26,29056.06138042809
32,30,True,179217,A,2019-10-31,46129.425041921684
2,18,True,183191,A,2010-04-12,24003.835461631916
34,83,False,98312,C,2016-02-18,24415.323382780476
14,82,False,91242,C,2021-10-24,11381.24469215933
